Downloading kernel from kernels-community/flash-attn3...
Warning: Failed to clone repository: Command '['git', 'clone', 'https://github.com/kernels-community/flash-attn3.git']' returned non-zero exit status 128.
Fallback: Using torch.nn.functional.scaled_dot_product_attention
Flash attention kernel loaded but missing flash_attn_func, using PyTorch FA2
Loading training dataset...
Dataset: loading cached dataset from /home/bimrose2/.cache/autoresearch/vision/dataset_cache.pt
Model config: {'image_size': 64, 'patch_size': 8, 'num_classes': 200, 'n_layer': 8, 'n_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL'}
Parameter counts:
  patch_embed             : 147,456
  head                    : 153,600
  transformer_matrices    : 56,623,872
  scalars                 : 16
  total                   : 56,924,944
Estimated FLOPs per forward pass: 3.556071e+08
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
Time budget: 300s
Gradient accumulation steps: 1
Dataset size: 100000, samples/opt-step: 1024, steps/epoch: 98

step 00000 (0.0%) | loss: 5.3045 | lrm: 1.00 | dt: 4517ms | tok/sec: 14,508 | mfu: 1.4% | remaining: 300s    
step 00001 (0.0%) | loss: 94.2628 | lrm: 1.00 | dt: 416ms | tok/sec: 157,679 | mfu: 15.5% | remaining: 300s    
step 00002 (0.0%) | loss: 110.3745 | lrm: 1.00 | dt: 421ms | tok/sec: 155,814 | mfu: 15.3% | remaining: 300s    
step 00003 (0.0%) | loss: 138.6335 | lrm: 1.00 | dt: 410ms | tok/sec: 159,898 | mfu: 15.7% | remaining: 300s    
step 00004 (0.0%) | loss: 111.7197 | lrm: 1.00 | dt: 408ms | tok/sec: 160,745 | mfu: 15.8% | remaining: 300s    
step 00005 (0.0%) | loss: 172.5121 | lrm: 1.00 | dt: 409ms | tok/sec: 160,380 | mfu: 15.7% | remaining: 300s    
step 00006 (0.0%) | loss: 194.0320 | lrm: 1.00 | dt: 412ms | tok/sec: 158,907 | mfu: 15.6% | remaining: 300s    
step 00007 (0.0%) | loss: 170.3012 | lrm: 1.00 | dt: 411ms | tok/sec: 159,263 | mfu: 15.6% | remaining: 300s    
step 00008 (0.0%) | loss: 171.3086 | lrm: 1.00 | dt: 425ms | tok/sec: 154,070 | mfu: 15.1% | remaining: 300s    
step 00009 (0.0%) | loss: 191.8399 | lrm: 1.00 | dt: 412ms | tok/sec: 159,074 | mfu: 15.6% | remaining: 300s    
step 00010 (0.0%) | loss: 217.7482 | lrm: 1.00 | dt: 409ms | tok/sec: 160,119 | mfu: 15.7% | remaining: 300s    
step 00011 (0.0%) | loss: 220.7200 | lrm: 1.00 | dt: 409ms | tok/sec: 160,428 | mfu: 15.7% | remaining: 300s    
step 00012 (0.1%) | loss: 199.5064 | lrm: 1.00 | dt: 414ms | tok/sec: 158,339 | mfu: 15.5% | remaining: 299s    
step 00013 (0.3%) | loss: 186.6092 | lrm: 1.00 | dt: 423ms | tok/sec: 155,009 | mfu: 15.2% | remaining: 299s    
step 00014 (0.4%) | loss: 189.2299 | lrm: 1.00 | dt: 422ms | tok/sec: 155,254 | mfu: 15.2% | remaining: 298s    
step 00015 (0.6%) | loss: 184.1250 | lrm: 1.00 | dt: 415ms | tok/sec: 157,976 | mfu: 15.5% | remaining: 298s    
step 00016 (0.7%) | loss: 184.1232 | lrm: 1.00 | dt: 428ms | tok/sec: 153,063 | mfu: 15.0% | remaining: 297s    
step 00017 (0.8%) | loss: 169.4279 | lrm: 1.00 | dt: 427ms | tok/sec: 153,366 | mfu: 15.0% | remaining: 297s    
step 00018 (1.0%) | loss: 161.7407 | lrm: 1.00 | dt: 424ms | tok/sec: 154,738 | mfu: 15.2% | remaining: 297s    
step 00507 (72.6%) | loss: 14.1638 | lrm: 0.55 | dt: 440ms | tok/sec: 148,949 | mfu: 14.6% | remaining: 82s    
step 00508 (72.7%) | loss: 13.9024 | lrm: 0.55 | dt: 444ms | tok/sec: 147,441 | mfu: 14.5% | remaining: 81s    
step 00509 (72.9%) | loss: 13.6471 | lrm: 0.54 | dt: 440ms | tok/sec: 148,924 | mfu: 14.6% | remaining: 81s    
step 00510 (73.0%) | loss: 13.4052 | lrm: 0.54 | dt: 443ms | tok/sec: 148,028 | mfu: 14.5% | remaining: 81s    
step 00511 (73.1%) | loss: 13.0819 | lrm: 0.54 | dt: 449ms | tok/sec: 145,973 | mfu: 14.3% | remaining: 80s    
step 00512 (73.3%) | loss: 12.6577 | lrm: 0.53 | dt: 441ms | tok/sec: 148,480 | mfu: 14.6% | remaining: 80s    
step 00513 (73.4%) | loss: 12.2252 | lrm: 0.53 | dt: 442ms | tok/sec: 148,350 | mfu: 14.6% | remaining: 79s    
step 00514 (73.6%) | loss: 11.7387 | lrm: 0.53 | dt: 441ms | tok/sec: 148,560 | mfu: 14.6% | remaining: 79s    
step 00515 (73.7%) | loss: 11.2452 | lrm: 0.53 | dt: 436ms | tok/sec: 150,463 | mfu: 14.8% | remaining: 78s    
step 00516 (73.9%) | loss: 10.7820 | lrm: 0.52 | dt: 439ms | tok/sec: 149,148 | mfu: 14.6% | remaining: 78s    
step 00517 (74.0%) | loss: 10.3349 | lrm: 0.52 | dt: 443ms | tok/sec: 147,969 | mfu: 14.5% | remaining: 77s    
step 00518 (74.2%) | loss: 9.9496 | lrm: 0.52 | dt: 437ms | tok/sec: 150,026 | mfu: 14.7% | remaining: 77s    
step 00519 (74.3%) | loss: 9.5664 | lrm: 0.51 | dt: 441ms | tok/sec: 148,450 | mfu: 14.6% | remaining: 77s    
step 00520 (74.5%) | loss: 9.1974 | lrm: 0.51 | dt: 439ms | tok/sec: 149,394 | mfu: 14.7% | remaining: 76s    
step 00521 (74.6%) | loss: 8.8350 | lrm: 0.51 | dt: 439ms | tok/sec: 149,174 | mfu: 14.6% | remaining: 76s    
step 00522 (74.8%) | loss: 8.5042 | lrm: 0.50 | dt: 443ms | tok/sec: 147,976 | mfu: 14.5% | remaining: 75s    
step 00523 (74.9%) | loss: 8.1866 | lrm: 0.50 | dt: 438ms | tok/sec: 149,788 | mfu: 14.7% | remaining: 75s    
step 00524 (75.1%) | loss: 7.8882 | lrm: 0.50 | dt: 441ms | tok/sec: 148,659 | mfu: 14.6% | remaining: 74s    
step 00525 (75.2%) | loss: 7.6135 | lrm: 0.50 | dt: 441ms | tok/sec: 148,451 | mfu: 14.6% | remaining: 74s    
step 00526 (75.4%) | loss: 7.3383 | lrm: 0.49 | dt: 443ms | tok/sec: 147,878 | mfu: 14.5% | remaining: 74s    
step 00527 (75.5%) | loss: 7.1009 | lrm: 0.49 | dt: 440ms | tok/sec: 148,980 | mfu: 14.6% | remaining: 73s    
step 00528 (75.6%) | loss: 6.8926 | lrm: 0.49 | dt: 442ms | tok/sec: 148,433 | mfu: 14.6% | remaining: 73s    
step 00529 (75.8%) | loss: 6.6866 | lrm: 0.48 | dt: 444ms | tok/sec: 147,456 | mfu: 14.5% | remaining: 72s    
step 00530 (75.9%) | loss: 6.5023 | lrm: 0.48 | dt: 441ms | tok/sec: 148,570 | mfu: 14.6% | remaining: 72s    
step 00531 (76.1%) | loss: 6.3362 | lrm: 0.48 | dt: 444ms | tok/sec: 147,671 | mfu: 14.5% | remaining: 71s    
step 00532 (76.2%) | loss: 6.1738 | lrm: 0.48 | dt: 440ms | tok/sec: 148,921 | mfu: 14.6% | remaining: 71s    
step 00533 (76.4%) | loss: 6.0222 | lrm: 0.47 | dt: 440ms | tok/sec: 149,010 | mfu: 14.6% | remaining: 70s    
step 00534 (76.5%) | loss: 5.9023 | lrm: 0.47 | dt: 443ms | tok/sec: 147,812 | mfu: 14.5% | remaining: 70s    
step 00535 (76.7%) | loss: 5.7807 | lrm: 0.47 | dt: 438ms | tok/sec: 149,692 | mfu: 14.7% | remaining: 70s    
step 00536 (76.8%) | loss: 5.6722 | lrm: 0.46 | dt: 440ms | tok/sec: 149,103 | mfu: 14.6% | remaining: 69s    
step 00537 (77.0%) | loss: 5.5644 | lrm: 0.46 | dt: 438ms | tok/sec: 149,787 | mfu: 14.7% | remaining: 69s    
step 00538 (77.1%) | loss: 5.4729 | lrm: 0.46 | dt: 437ms | tok/sec: 149,937 | mfu: 14.7% | remaining: 68s    
step 00539 (77.3%) | loss: 5.4009 | lrm: 0.45 | dt: 441ms | tok/sec: 148,703 | mfu: 14.6% | remaining: 68s    
step 00540 (77.4%) | loss: 5.3111 | lrm: 0.45 | dt: 438ms | tok/sec: 149,672 | mfu: 14.7% | remaining: 67s    
step 00541 (77.6%) | loss: 5.2324 | lrm: 0.45 | dt: 439ms | tok/sec: 149,272 | mfu: 14.6% | remaining: 67s    
step 00542 (77.7%) | loss: 5.1525 | lrm: 0.45 | dt: 437ms | tok/sec: 149,992 | mfu: 14.7% | remaining: 66s    
step 00543 (77.8%) | loss: 5.0912 | lrm: 0.44 | dt: 441ms | tok/sec: 148,686 | mfu: 14.6% | remaining: 66s    
step 00544 (78.0%) | loss: 5.0337 | lrm: 0.44 | dt: 440ms | tok/sec: 148,800 | mfu: 14.6% | remaining: 66s    
step 00545 (78.1%) | loss: 4.9852 | lrm: 0.44 | dt: 433ms | tok/sec: 151,377 | mfu: 14.8% | remaining: 65s    
step 00546 (78.3%) | loss: 4.9286 | lrm: 0.43 | dt: 438ms | tok/sec: 149,768 | mfu: 14.7% | remaining: 65s    
step 00547 (78.4%) | loss: 4.8798 | lrm: 0.43 | dt: 439ms | tok/sec: 149,438 | mfu: 14.7% | remaining: 64s    
step 00548 (78.6%) | loss: 4.8386 | lrm: 0.43 | dt: 450ms | tok/sec: 145,740 | mfu: 14.3% | remaining: 64s    
step 00549 (78.7%) | loss: 4.7999 | lrm: 0.43 | dt: 436ms | tok/sec: 150,440 | mfu: 14.8% | remaining: 63s    
step 00550 (78.9%) | loss: 4.7606 | lrm: 0.42 | dt: 434ms | tok/sec: 151,111 | mfu: 14.8% | remaining: 63s    
step 00551 (79.0%) | loss: 4.7171 | lrm: 0.42 | dt: 438ms | tok/sec: 149,475 | mfu: 14.7% | remaining: 63s    
step 00552 (79.2%) | loss: 4.6826 | lrm: 0.42 | dt: 437ms | tok/sec: 150,029 | mfu: 14.7% | remaining: 62s    
step 00553 (79.3%) | loss: 4.6585 | lrm: 0.41 | dt: 439ms | tok/sec: 149,403 | mfu: 14.7% | remaining: 62s    
step 00554 (79.5%) | loss: 4.6405 | lrm: 0.41 | dt: 442ms | tok/sec: 148,428 | mfu: 14.6% | remaining: 61s    
step 00555 (79.6%) | loss: 4.6084 | lrm: 0.41 | dt: 455ms | tok/sec: 144,181 | mfu: 14.1% | remaining: 61s    
step 00556 (79.8%) | loss: 4.5817 | lrm: 0.40 | dt: 443ms | tok/sec: 148,034 | mfu: 14.5% | remaining: 60s    
step 00557 (79.9%) | loss: 4.5547 | lrm: 0.40 | dt: 440ms | tok/sec: 148,884 | mfu: 14.6% | remaining: 60s    
step 00558 (80.0%) | loss: 4.5390 | lrm: 0.40 | dt: 440ms | tok/sec: 148,888 | mfu: 14.6% | remaining: 59s    
step 00559 (80.2%) | loss: 4.5232 | lrm: 0.40 | dt: 440ms | tok/sec: 148,926 | mfu: 14.6% | remaining: 59s    
step 00560 (80.3%) | loss: 4.5077 | lrm: 0.39 | dt: 438ms | tok/sec: 149,457 | mfu: 14.7% | remaining: 59s    
step 00561 (80.5%) | loss: 4.4749 | lrm: 0.39 | dt: 440ms | tok/sec: 148,812 | mfu: 14.6% | remaining: 58s    
step 00562 (80.6%) | loss: 4.4551 | lrm: 0.39 | dt: 440ms | tok/sec: 148,935 | mfu: 14.6% | remaining: 58s    
step 00563 (80.8%) | loss: 4.4377 | lrm: 0.38 | dt: 435ms | tok/sec: 150,490 | mfu: 14.8% | remaining: 57s    
step 00564 (80.9%) | loss: 4.4141 | lrm: 0.38 | dt: 445ms | tok/sec: 147,400 | mfu: 14.5% | remaining: 57s    
step 00565 (81.1%) | loss: 4.3969 | lrm: 0.38 | dt: 438ms | tok/sec: 149,699 | mfu: 14.7% | remaining: 56s    
step 00566 (81.2%) | loss: 4.3685 | lrm: 0.38 | dt: 437ms | tok/sec: 150,049 | mfu: 14.7% | remaining: 56s    
step 00567 (81.4%) | loss: 4.3454 | lrm: 0.37 | dt: 447ms | tok/sec: 146,461 | mfu: 14.4% | remaining: 55s    
step 00568 (81.5%) | loss: 4.3448 | lrm: 0.37 | dt: 437ms | tok/sec: 150,072 | mfu: 14.7% | remaining: 55s    
step 00569 (81.7%) | loss: 4.3251 | lrm: 0.37 | dt: 442ms | tok/sec: 148,412 | mfu: 14.6% | remaining: 55s    
step 00570 (81.8%) | loss: 4.2994 | lrm: 0.36 | dt: 438ms | tok/sec: 149,622 | mfu: 14.7% | remaining: 54s    
step 00571 (82.0%) | loss: 4.2908 | lrm: 0.36 | dt: 440ms | tok/sec: 148,897 | mfu: 14.6% | remaining: 54s    
step 00572 (82.1%) | loss: 4.2848 | lrm: 0.36 | dt: 436ms | tok/sec: 150,274 | mfu: 14.7% | remaining: 53s    
step 00573 (82.2%) | loss: 4.2807 | lrm: 0.36 | dt: 438ms | tok/sec: 149,677 | mfu: 14.7% | remaining: 53s    
step 00574 (82.4%) | loss: 4.2644 | lrm: 0.35 | dt: 437ms | tok/sec: 149,923 | mfu: 14.7% | remaining: 52s    
step 00575 (82.5%) | loss: 4.2592 | lrm: 0.35 | dt: 433ms | tok/sec: 151,287 | mfu: 14.8% | remaining: 52s    
step 00576 (82.7%) | loss: 4.2398 | lrm: 0.35 | dt: 439ms | tok/sec: 149,177 | mfu: 14.6% | remaining: 52s    
step 00577 (82.8%) | loss: 4.2323 | lrm: 0.34 | dt: 442ms | tok/sec: 148,246 | mfu: 14.5% | remaining: 51s    
step 00578 (83.0%) | loss: 4.2178 | lrm: 0.34 | dt: 434ms | tok/sec: 151,080 | mfu: 14.8% | remaining: 51s    
step 00579 (83.1%) | loss: 4.2082 | lrm: 0.34 | dt: 440ms | tok/sec: 148,905 | mfu: 14.6% | remaining: 50s    
step 00580 (83.3%) | loss: 4.2023 | lrm: 0.33 | dt: 440ms | tok/sec: 148,783 | mfu: 14.6% | remaining: 50s    
step 00581 (83.4%) | loss: 4.1984 | lrm: 0.33 | dt: 436ms | tok/sec: 150,148 | mfu: 14.7% | remaining: 49s    
step 00582 (83.6%) | loss: 4.1836 | lrm: 0.33 | dt: 439ms | tok/sec: 149,237 | mfu: 14.6% | remaining: 49s    
step 00583 (83.7%) | loss: 4.1755 | lrm: 0.33 | dt: 436ms | tok/sec: 150,471 | mfu: 14.8% | remaining: 48s    
step 00584 (83.8%) | loss: 4.1661 | lrm: 0.32 | dt: 441ms | tok/sec: 148,655 | mfu: 14.6% | remaining: 48s    
step 00585 (84.0%) | loss: 4.1606 | lrm: 0.32 | dt: 442ms | tok/sec: 148,222 | mfu: 14.5% | remaining: 48s    
step 00586 (84.1%) | loss: 4.1432 | lrm: 0.32 | dt: 433ms | tok/sec: 151,412 | mfu: 14.9% | remaining: 47s    
step 00587 (84.3%) | loss: 4.1419 | lrm: 0.31 | dt: 460ms | tok/sec: 142,622 | mfu: 14.0% | remaining: 47s    
step 00588 (84.4%) | loss: 4.1220 | lrm: 0.31 | dt: 437ms | tok/sec: 150,134 | mfu: 14.7% | remaining: 46s    
step 00589 (84.6%) | loss: 4.1023 | lrm: 0.31 | dt: 438ms | tok/sec: 149,782 | mfu: 14.7% | remaining: 46s    
step 00590 (84.7%) | loss: 4.0852 | lrm: 0.31 | dt: 436ms | tok/sec: 150,153 | mfu: 14.7% | remaining: 45s    
step 00591 (84.9%) | loss: 4.0637 | lrm: 0.30 | dt: 437ms | tok/sec: 149,855 | mfu: 14.7% | remaining: 45s    
step 00592 (85.0%) | loss: 4.0494 | lrm: 0.30 | dt: 436ms | tok/sec: 150,314 | mfu: 14.7% | remaining: 44s    
step 00593 (85.2%) | loss: 4.0398 | lrm: 0.30 | dt: 444ms | tok/sec: 147,760 | mfu: 14.5% | remaining: 44s    
step 00594 (85.3%) | loss: 4.0234 | lrm: 0.29 | dt: 433ms | tok/sec: 151,228 | mfu: 14.8% | remaining: 44s    
step 00595 (85.5%) | loss: 4.0109 | lrm: 0.29 | dt: 441ms | tok/sec: 148,492 | mfu: 14.6% | remaining: 43s    
step 00596 (85.6%) | loss: 4.0146 | lrm: 0.29 | dt: 438ms | tok/sec: 149,551 | mfu: 14.7% | remaining: 43s    
step 00597 (85.8%) | loss: 3.9865 | lrm: 0.28 | dt: 433ms | tok/sec: 151,201 | mfu: 14.8% | remaining: 42s    
step 00598 (85.9%) | loss: 3.9704 | lrm: 0.28 | dt: 435ms | tok/sec: 150,563 | mfu: 14.8% | remaining: 42s    
step 00599 (86.0%) | loss: 3.9610 | lrm: 0.28 | dt: 436ms | tok/sec: 150,265 | mfu: 14.7% | remaining: 41s    
step 00600 (86.2%) | loss: 3.9534 | lrm: 0.28 | dt: 439ms | tok/sec: 149,403 | mfu: 14.7% | remaining: 41s    
step 00601 (86.3%) | loss: 3.9451 | lrm: 0.27 | dt: 436ms | tok/sec: 150,239 | mfu: 14.7% | remaining: 41s    
step 00602 (86.5%) | loss: 3.9319 | lrm: 0.27 | dt: 435ms | tok/sec: 150,625 | mfu: 14.8% | remaining: 40s    
step 00603 (86.6%) | loss: 3.9151 | lrm: 0.27 | dt: 435ms | tok/sec: 150,823 | mfu: 14.8% | remaining: 40s    
step 00604 (86.8%) | loss: 3.9071 | lrm: 0.26 | dt: 437ms | tok/sec: 149,901 | mfu: 14.7% | remaining: 39s    
step 00605 (86.9%) | loss: 3.9065 | lrm: 0.26 | dt: 437ms | tok/sec: 150,012 | mfu: 14.7% | remaining: 39s    
step 00606 (87.1%) | loss: 3.8985 | lrm: 0.26 | dt: 435ms | tok/sec: 150,604 | mfu: 14.8% | remaining: 38s    
step 00607 (87.2%) | loss: 3.8923 | lrm: 0.26 | dt: 432ms | tok/sec: 151,640 | mfu: 14.9% | remaining: 38s    
step 00608 (87.4%) | loss: 3.8961 | lrm: 0.25 | dt: 438ms | tok/sec: 149,542 | mfu: 14.7% | remaining: 38s    
step 00609 (87.5%) | loss: 3.8976 | lrm: 0.25 | dt: 446ms | tok/sec: 146,982 | mfu: 14.4% | remaining: 37s    
step 00610 (87.6%) | loss: 3.8994 | lrm: 0.25 | dt: 434ms | tok/sec: 150,958 | mfu: 14.8% | remaining: 37s    
step 00611 (87.8%) | loss: 3.8875 | lrm: 0.24 | dt: 435ms | tok/sec: 150,747 | mfu: 14.8% | remaining: 36s    
step 00612 (87.9%) | loss: 3.8851 | lrm: 0.24 | dt: 436ms | tok/sec: 150,412 | mfu: 14.8% | remaining: 36s    
step 00613 (88.1%) | loss: 3.8796 | lrm: 0.24 | dt: 436ms | tok/sec: 150,154 | mfu: 14.7% | remaining: 35s    
step 00614 (88.2%) | loss: 3.8710 | lrm: 0.24 | dt: 432ms | tok/sec: 151,847 | mfu: 14.9% | remaining: 35s    
step 00615 (88.4%) | loss: 3.8664 | lrm: 0.23 | dt: 440ms | tok/sec: 148,943 | mfu: 14.6% | remaining: 34s    
step 00616 (88.5%) | loss: 3.8512 | lrm: 0.23 | dt: 439ms | tok/sec: 149,371 | mfu: 14.7% | remaining: 34s    
step 00617 (88.7%) | loss: 3.8320 | lrm: 0.23 | dt: 439ms | tok/sec: 149,223 | mfu: 14.6% | remaining: 34s    
step 00618 (88.8%) | loss: 3.8285 | lrm: 0.22 | dt: 438ms | tok/sec: 149,726 | mfu: 14.7% | remaining: 33s    
step 00619 (89.0%) | loss: 3.8215 | lrm: 0.22 | dt: 445ms | tok/sec: 147,187 | mfu: 14.4% | remaining: 33s    
step 00620 (89.1%) | loss: 3.8301 | lrm: 0.22 | dt: 449ms | tok/sec: 145,842 | mfu: 14.3% | remaining: 32s    
step 00621 (89.3%) | loss: 3.8335 | lrm: 0.21 | dt: 443ms | tok/sec: 147,899 | mfu: 14.5% | remaining: 32s    
step 00622 (89.4%) | loss: 3.8256 | lrm: 0.21 | dt: 444ms | tok/sec: 147,607 | mfu: 14.5% | remaining: 31s    
step 00623 (89.5%) | loss: 3.8239 | lrm: 0.21 | dt: 446ms | tok/sec: 147,080 | mfu: 14.4% | remaining: 31s    
step 00624 (89.7%) | loss: 3.8202 | lrm: 0.21 | dt: 458ms | tok/sec: 142,967 | mfu: 14.0% | remaining: 30s    
step 00625 (89.9%) | loss: 3.8220 | lrm: 0.20 | dt: 446ms | tok/sec: 147,017 | mfu: 14.4% | remaining: 30s    
step 00626 (90.0%) | loss: 3.8229 | lrm: 0.20 | dt: 453ms | tok/sec: 144,579 | mfu: 14.2% | remaining: 30s    
step 00627 (90.2%) | loss: 3.8185 | lrm: 0.20 | dt: 458ms | tok/sec: 142,985 | mfu: 14.0% | remaining: 29s    
step 00628 (90.3%) | loss: 3.8174 | lrm: 0.19 | dt: 440ms | tok/sec: 148,943 | mfu: 14.6% | remaining: 29s    
step 00629 (90.4%) | loss: 3.8163 | lrm: 0.19 | dt: 447ms | tok/sec: 146,473 | mfu: 14.4% | remaining: 28s    
step 00630 (90.6%) | loss: 3.8073 | lrm: 0.19 | dt: 448ms | tok/sec: 146,221 | mfu: 14.3% | remaining: 28s    
step 00631 (90.7%) | loss: 3.8091 | lrm: 0.19 | dt: 441ms | tok/sec: 148,480 | mfu: 14.6% | remaining: 27s    
step 00632 (90.9%) | loss: 3.8127 | lrm: 0.18 | dt: 444ms | tok/sec: 147,536 | mfu: 14.5% | remaining: 27s    
step 00633 (91.0%) | loss: 3.8076 | lrm: 0.18 | dt: 438ms | tok/sec: 149,722 | mfu: 14.7% | remaining: 26s    
step 00634 (91.2%) | loss: 3.7981 | lrm: 0.18 | dt: 441ms | tok/sec: 148,727 | mfu: 14.6% | remaining: 26s    
step 00635 (91.3%) | loss: 3.7890 | lrm: 0.17 | dt: 445ms | tok/sec: 147,378 | mfu: 14.5% | remaining: 26s    
step 00636 (91.5%) | loss: 3.7850 | lrm: 0.17 | dt: 441ms | tok/sec: 148,694 | mfu: 14.6% | remaining: 25s    
step 00637 (91.6%) | loss: 3.7767 | lrm: 0.17 | dt: 444ms | tok/sec: 147,661 | mfu: 14.5% | remaining: 25s    
step 00638 (91.8%) | loss: 3.7680 | lrm: 0.16 | dt: 442ms | tok/sec: 148,270 | mfu: 14.5% | remaining: 24s    
step 00639 (91.9%) | loss: 3.7714 | lrm: 0.16 | dt: 443ms | tok/sec: 147,838 | mfu: 14.5% | remaining: 24s    
step 00640 (92.1%) | loss: 3.7655 | lrm: 0.16 | dt: 440ms | tok/sec: 149,020 | mfu: 14.6% | remaining: 23s    
step 00641 (92.2%) | loss: 3.7707 | lrm: 0.16 | dt: 440ms | tok/sec: 149,065 | mfu: 14.6% | remaining: 23s    
step 00642 (92.4%) | loss: 3.7773 | lrm: 0.15 | dt: 441ms | tok/sec: 148,497 | mfu: 14.6% | remaining: 22s    
step 00643 (92.5%) | loss: 3.7720 | lrm: 0.15 | dt: 442ms | tok/sec: 148,417 | mfu: 14.6% | remaining: 22s    
step 00644 (92.7%) | loss: 3.7690 | lrm: 0.15 | dt: 446ms | tok/sec: 146,957 | mfu: 14.4% | remaining: 22s    
step 00645 (92.8%) | loss: 3.7767 | lrm: 0.14 | dt: 448ms | tok/sec: 146,130 | mfu: 14.3% | remaining: 21s    
step 00646 (93.0%) | loss: 3.7734 | lrm: 0.14 | dt: 440ms | tok/sec: 148,792 | mfu: 14.6% | remaining: 21s    
step 00647 (93.1%) | loss: 3.7647 | lrm: 0.14 | dt: 440ms | tok/sec: 148,949 | mfu: 14.6% | remaining: 20s    
step 00648 (93.3%) | loss: 3.7656 | lrm: 0.13 | dt: 442ms | tok/sec: 148,232 | mfu: 14.5% | remaining: 20s    
step 00649 (93.4%) | loss: 3.7632 | lrm: 0.13 | dt: 441ms | tok/sec: 148,689 | mfu: 14.6% | remaining: 19s    
step 00650 (93.5%) | loss: 3.7546 | lrm: 0.13 | dt: 438ms | tok/sec: 149,795 | mfu: 14.7% | remaining: 19s    
step 00651 (93.7%) | loss: 3.7560 | lrm: 0.13 | dt: 454ms | tok/sec: 144,278 | mfu: 14.2% | remaining: 18s    
step 00652 (93.8%) | loss: 3.7475 | lrm: 0.12 | dt: 442ms | tok/sec: 148,111 | mfu: 14.5% | remaining: 18s    
step 00653 (94.0%) | loss: 3.7430 | lrm: 0.12 | dt: 447ms | tok/sec: 146,770 | mfu: 14.4% | remaining: 18s    
step 00654 (94.1%) | loss: 3.7311 | lrm: 0.12 | dt: 439ms | tok/sec: 149,279 | mfu: 14.6% | remaining: 17s    
step 00655 (94.3%) | loss: 3.7249 | lrm: 0.11 | dt: 438ms | tok/sec: 149,622 | mfu: 14.7% | remaining: 17s    
step 00656 (94.4%) | loss: 3.7354 | lrm: 0.11 | dt: 440ms | tok/sec: 148,837 | mfu: 14.6% | remaining: 16s    
step 00657 (94.6%) | loss: 3.7308 | lrm: 0.11 | dt: 448ms | tok/sec: 146,384 | mfu: 14.4% | remaining: 16s    
step 00658 (94.7%) | loss: 3.7267 | lrm: 0.11 | dt: 444ms | tok/sec: 147,751 | mfu: 14.5% | remaining: 15s    
step 00659 (94.9%) | loss: 3.7237 | lrm: 0.10 | dt: 444ms | tok/sec: 147,767 | mfu: 14.5% | remaining: 15s    
step 00660 (95.0%) | loss: 3.7144 | lrm: 0.10 | dt: 444ms | tok/sec: 147,701 | mfu: 14.5% | remaining: 14s    
step 00661 (95.2%) | loss: 3.7032 | lrm: 0.10 | dt: 447ms | tok/sec: 146,742 | mfu: 14.4% | remaining: 14s    
step 00662 (95.3%) | loss: 3.7004 | lrm: 0.09 | dt: 445ms | tok/sec: 147,364 | mfu: 14.5% | remaining: 14s    
step 00663 (95.5%) | loss: 3.7103 | lrm: 0.09 | dt: 442ms | tok/sec: 148,333 | mfu: 14.6% | remaining: 13s    
step 00664 (95.6%) | loss: 3.7055 | lrm: 0.09 | dt: 440ms | tok/sec: 149,108 | mfu: 14.6% | remaining: 13s    
step 00665 (95.8%) | loss: 3.7045 | lrm: 0.08 | dt: 441ms | tok/sec: 148,643 | mfu: 14.6% | remaining: 12s    
step 00666 (95.9%) | loss: 3.6976 | lrm: 0.08 | dt: 440ms | tok/sec: 149,083 | mfu: 14.6% | remaining: 12s    
step 00667 (96.1%) | loss: 3.7025 | lrm: 0.08 | dt: 444ms | tok/sec: 147,600 | mfu: 14.5% | remaining: 11s    
step 00668 (96.2%) | loss: 3.6906 | lrm: 0.08 | dt: 444ms | tok/sec: 147,525 | mfu: 14.5% | remaining: 11s    
step 00669 (96.4%) | loss: 3.6913 | lrm: 0.07 | dt: 444ms | tok/sec: 147,633 | mfu: 14.5% | remaining: 10s    
step 00670 (96.5%) | loss: 3.6872 | lrm: 0.07 | dt: 442ms | tok/sec: 148,389 | mfu: 14.6% | remaining: 10s    
step 00671 (96.6%) | loss: 3.6811 | lrm: 0.07 | dt: 443ms | tok/sec: 148,021 | mfu: 14.5% | remaining: 10s    
step 00672 (96.8%) | loss: 3.6767 | lrm: 0.06 | dt: 445ms | tok/sec: 147,278 | mfu: 14.4% | remaining: 9s    
step 00673 (96.9%) | loss: 3.6765 | lrm: 0.06 | dt: 442ms | tok/sec: 148,200 | mfu: 14.5% | remaining: 9s    
step 00674 (97.1%) | loss: 3.6812 | lrm: 0.06 | dt: 438ms | tok/sec: 149,572 | mfu: 14.7% | remaining: 8s    
step 00675 (97.2%) | loss: 3.6719 | lrm: 0.06 | dt: 447ms | tok/sec: 146,672 | mfu: 14.4% | remaining: 8s    
step 00676 (97.4%) | loss: 3.6750 | lrm: 0.05 | dt: 444ms | tok/sec: 147,515 | mfu: 14.5% | remaining: 7s    
step 00677 (97.5%) | loss: 3.6807 | lrm: 0.05 | dt: 443ms | tok/sec: 147,990 | mfu: 14.5% | remaining: 7s    
